ICAO Code,IATA,Airport Name,City/Town,Country,Latitude Decimal Degrees,Longitude Decimal Degrees
KDUG,DUG,BISBEE DOUGLAS INTERNATIONAL,DOUGLAS,USA,31.469,-109.604
KDYS,DYS,DYESS AFB,ABILENE,USA,32.421,-99.854
KECG,ECG,ELIZABETH CITY CGAS RGNL,ELIZABETH CITY,USA,36.261,-76.174
KEDW,EDW,EDWARDS AFB,EDWARDS AFB,USA,34.905,-117.884
KEFD,EFD,ELLINGTON FLD,HOUSTON,USA,29.607,-95.159
KEGP,EGP,EAGLE PASS MUNI,EAGLE PASS,USA,28.7,-100.479
KEKN,EKN,ELKINS RANDOLPH CO JENNINGS RANDOLPH,ELKINS,USA,38.889,-79.857
KELD,ELD,SOUTH ARKANSAS RGNL AT GOODWIN FLD,EL DORADO,USA,33.221,-92.813
KELP,ELP,EL PASO INTERNATIONAL,EL PASO,USA,31.807,-106.378
KEND,END,VANCE AFB,ENID,USA,36.34,-97.916
KENV,ENV,WENDOVER,WENDOVER,USA,40.719,-114.031
KESF,ESF,ESLER RGNL,ALEXANDRIA,USA,31.395,-92.296
KEWN,EWN,CRAVEN CO RGNL,NEW BERN,USA,35.073,-77.043
KEWR,EWR,NEWARK LIBERTY INTERNATIONAL,NEWARK,USA,40.692,-74.169
KEYW,EYW,KEY WEST INTERNATIONAL,KEY WEST,USA,24.556,-81.759
KFAF,FAF,FELKER AAF,FORT EUSTIS,USA,37.133,-76.609
KFAT,FAT,FRESNO YOSEMITE INTERNATIONAL,FRESNO,USA,36.776,-119.718
KFCS,FCS,BUTTS AAF,FORT CARSON,USA,38.678,-104.756
KFFO,FFO,WRIGHT PATTERSON AFB,DAYTON,USA,39.826,-84.048
KFHU,FHU,SIERRA VISTA MUNI LIBBY AAF,FORT HUACHUCA,USA,31.588,-110.344
KFLL,FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153
KFLO,FLO,FLORENCE RGNL,FLORENCE,USA,34.185,-79.724
KFLV,FLV,SHERMAN AAF,FORT LEAVENWORTH,USA,39.368,-94.914
KFME,N/A,TIPTON,FORT MEADE,USA,39.085,-76.759
KFMH,FMH,OTIS ANGB,FALMOUTH,USA,41.658,-70.521
KFMN,FMN,FOUR CORNERS RGNL,FARMINGTON,USA,36.741,-108.23
KFMY,FMY,PAGE FLD,FORT MYERS,USA,26.586,-81.863
KFOD,FOD,FORT DODGE RGNL,FORT DODGE,USA,42.551,-94.193
KFOE,FOE,FORBES FLD,TOPEKA,USA,38.951,-95.664
KFOK,FOK,THE FRANCIS S GABRESKI,WEST HAMPTON BEACH,USA,40.844,-72.632
KFRI,FRI,MARSHALL AAF,FORT RILEY,USA,39.055,-96.764
KFSI,FSI,HENRY POST AAF,FORT SILL,USA,34.65,-98.402
KFSM,FSM,FORT SMITH RGNL,FORT SMITH,USA,35.336,-94.367
KFTK,FTK,GODMAN AAF,FORT KNOX,USA,37.907,-85.972
KFTW,FTW,FORT WORTH MEACHAM INTERNATIONAL,FORT WORTH,USA,32.82,-97.362
KFXE,FXE,FORT LAUDERDALE EXECUTIVE,FORT LAUDERDALE,USA,26.197,-80.171
KFYV,FYV,DRAKE FLD,FAYETTEVILLE,USA,36.005,-94.17
KGAG,GAG,GAGE,GAGE,USA,36.295,-99.776
KGCK,GCK,GARDEN CITY RGNL,GARDEN CITY,USA,37.927,-100.724
KGEG,GEG,SPOKANE INTERNATIONAL,SPOKANE,USA,47.62,-117.534
KGFK,GFK,GRAND FORKS INTERNATIONAL,GRAND FORKS,USA,47.949,-97.176
KGGG,GGG,EAST TEXAS RGNL,LONGVIEW,USA,32.385,-94.711
KGLS,GLS,SCHOLES INTERNATIONAL AT GALVESTON,GALVESTON,USA,29.265,-94.86
KGNT,GNT,GRANTS MILAN MUNI,GRANTS,USA,35.165,-107.901
KGNV,GNV,GAINESVILLE RGNL,GAINESVILLE,USA,29.69,-82.272
KGRB,GRB,AUSTIN STRAUBEL INTERNATIONAL,GREEN BAY,USA,44.485,-88.129
KGRF,GRF,GRAY AAF,FORT LEWIS,USA,47.079,-122.581
KGRK,GRK,ROBERT GRAY AAF,KILLEEN,USA,31.067,-97.829
KGRR,GRR,GERALD R FORD INTERNATIONAL,GRAND RAPIDS,USA,42.881,-85.523
KGSB,GSB,SEYMOUR JOHNSON AFB,GOLDSBORO,USA,35.339,-77.961
KGTB,GTB,WHEELER SACK AAF,FORT DRUM,USA,44.056,-75.719
KGTF,GTF,GREAT FALLS INTERNATIONAL,GREAT FALLS,USA,47.482,-111.371
KGUS,GUS,GRISSOM ARB,PERU,USA,40.648,-86.152
KGVT,GVT,MAJORS,GREENVILE,USA,33.068,-96.065
KGVW,GVW,RICHARDS GEBAUR MEMORIAL,GRANDVIEW,USA,38.843,-94.561
KGWO,GWO,GREENWOOD LEFLORE,GREENWOOD,USA,33.494,-90.084
KHBR,HBR,HOBART MUNI,HOBART,USA,34.991,-99.051
KHFD,HFD,HARTFORD BRAINARD,HARTFORD,USA,41.736,-72.65
KHHR,HHR,JACK NORTHROP FLD HAWTHORNE MUNI,HAWTHORNE,USA,33.923,-118.335
KHIB,HIB,CHISHOLM HIBBING,HIBBING,USA,47.386,-92.839
KHIF,HIF,HILL AFB,OGDEN,USA,41.124,-111.973
KHKY,HKY,HICKORY RGNL,HICKORY,USA,35.741,-81.389
KHLN,HLN,HELENA RGNL,HELENA,USA,46.607,-111.983
KHLR,HLR,HOOD AAF,FORT HOOD,USA,31.139,-97.714
KHMN,HMN,HOLLOMAN AFB,ALAMOGORDO,USA,32.852,-106.106
KHOB,HOB,LEA CO RGNL,HOBBS,USA,32.688,-103.217
KHON,HON,HURON RGNL,HURON,USA,44.385,-98.228
KHOP,HOP,CAMPBELL AAF,HOPKINSVILLE,USA,36.668,-87.496
KHOU,HOU,WILLIAM P HOBBY,HOUSTON,USA,29.645,-95.279
KHPN,HPN,WESTCHESTER CO,WHITE PLAINS,USA,41.067,-73.707
KHRL,HRL,VALLEY INTERNATIONAL,HARLINGEN,USA,26.228,-97.654
KHRO,HRO,BOONE CO,HARRISON,USA,36.261,-93.155
KHRT,HRT,HURLBURT FLD,MARY ESTHER,USA,30.428,-86.689
KHST,HST,HOMESTEAD ARB,HOMESTEAD,USA,25.488,-80.384
KHTL,HTL,ROSCOMMON CO,HOUGHTON LAKE,USA,44.36,-84.671
KHUA,HUA,REDSTONE AAF,REDSTONE,USA,34.679,-86.685
KHUF,HUF,TERRE HAUTE INTERNATIONAL HULMAN FLD,TERRE HAUTE,USA,39.451,-87.307
KHUL,HUL,HOULTON INTERNATIONAL,HOULTON,USA,46.123,-67.792
KHVR,HVR,HAVRE CITY CO,HAVRE,USA,48.543,-109.762
KHWO,HWO,NORTH PERRY,HOLLYWOOD,USA,26.001,-80.24
KIAB,IAB,MC CONNELL AFB,WICHITA,USA,37.623,-97.267
KIAD,IAD,WASHINGTON DULLES INTERNATIONAL,WASHINGTON,USA,38.944,-77.456
KIAG,IAG,NIAGARA FALLS INTERNATIONAL,NIAGARA FALLS,USA,43.107,-78.946
KIAH,IAH,GEORGE BUSH INTCNTL HOUSTON,HOUSTON,USA,29.98,-95.34
KICT,ICT,WICHITA MID CONTINENT,WICHITA,USA,37.65,-97.433
KIKK,IKK,GREATER KANKAKEE,KANKAKEE,USA,41.071,-87.846
KIKR,ABQ,ALBUQUERQUE INTERNATIONAL SUNPORT,KIRTLAND A.F.B.,USA,35.04,-106.609
KILG,ILG,NEW CASTLE CO,WILMINGTON,USA,39.679,-75.606
KILM,ILM,WILMINGTON INTERNATIONAL,WILMINGTON,USA,34.271,-77.903
KIND,IND,INDIANAPOLIS INTERNATIONAL,INDIANAPOLIS,USA,39.717,-86.294
KINK,INK,WINKLER CO,WINK,USA,31.779,-103.201
KINL,INL,FALLS INTERNATIONAL,INTERNATIONAL FALLS,USA,48.566,-93.403
KINS,INS,INDIAN SPRINGS AF AUX,INDIAN SPRINGS,USA,36.587,-115.673
KINT,INT,SMITH REYNOLDS,WINSTON-SALEM,USA,36.134,-80.222
KIPL,IPL,IMPERIAL CO,IMPERIAL,USA,32.834,-115.579
KIPT,IPT,WILLIAMSPORT RGNL,WILLIAMSPORT,USA,41.242,-76.921
KISN,ISN,SLOULIN FLD INTERNATIONAL,WILLISTON,USA,48.178,-103.642
KISP,ISP,LONG ISLAND MAC ARTHUR,ISLIP,USA,40.795,-73.1
KJAN,JAN,JACKSON INTERNATIONAL,JACKSON,USA,32.311,-90.076
KJAX,JAX,JACKSONVILLE INTERNATIONAL,JACKSONVILLE,USA,30.494,-81.688
KJBR,JBR,JONESBORO MUNI,JONESBORO,USA,35.832,-90.646
KJFK,JFK,JOHN F KENNEDY INTERNATIONAL,NEW YORK,USA,40.64,-73.779
KLAN,LAN,CAPITAL CITY,LANSING,USA,42.779,-84.587
KLAS,LAS,MC CARRAN INTERNATIONAL,LAS VEGAS,USA,36.08,-115.152
KLAX,LAX,LOS ANGELES INTERNATIONAL,LOS ANGELES,USA,33.942,-118.408
KLBB,LBB,LUBBOCK INTERNATIONAL,LUBBOCK,USA,33.664,-101.823
KLCH,LCH,LAKE CHARLES RGNL,LAKE CHARLES,USA,30.126,-93.223
KLCK,LCK,RICKENBACKER INTERNATIONAL,COLUMBUS,USA,39.814,-82.928
KLFI,LFI,LANGLEY AFB,HAMPTON,USA,37.083,-76.36
KLFK,LFK,ANGELINA CO,LUFKIN,USA,31.234,-94.75
KLFT,LFT,LAFAYETTE RGNL,LAFAYETTE,USA,30.205,-91.987
KLGA,LGA,LA GUARDIA,NEW YORK,USA,40.777,-73.872
KLGB,LGB,LONG BEACH,LONG BEACH,USA,33.818,-118.151
KLHW,LHW,WRIGHT AAF,WRIGHT,USA,31.889,-81.562
KLIT,LIT,ADAMS FLD,LITTLE ROCK,USA,34.729,-92.224
KLNA,LNA,PALM BEACH CO PARK,WEST PALM BEACH,USA,26.593,-80.085
KLNK,LNK,LINCOLN MUNI,LINCOLN,USA,40.851,-96.759
KLOU,LOU,BOWMAN FLD,LOUISVILLE,USA,38.228,-85.664
KLRD,LRD,LAREDO INTERNATIONAL,LAREDO,USA,27.544,-99.461
KLRF,LRF,LITTLE ROCK AFB,JACKSONVILLE,USA,34.918,-92.146
KLSF,LSF,LAWSON AAF,FORT BENNING,USA,32.337,-84.991
KLSV,LSV,NELLIS AFB,LAS VEGAS,USA,36.236,-115.034
KLTS,LTS,ALTUS AFB,ALTUS,USA,34.667,-99.267
KLUF,LUF,LUKE AFB,PHOENIX,USA,33.535,-112.383
KLUK,LUK,CINCINNATI MUNI LUNKEN FLD,CINCINNATI,USA,39.103,-84.419
KMAF,MAF,MIDLAND INTERNATIONAL,MIDLAND,USA,31.942,-102.202
KMCC,MCC,MC CLELLAN AFLD,SACRAMENTO,USA,38.667,-121.401
KMCF,MCF,MACDILL AFB,TAMPA,USA,27.849,-82.521
KMCI,MCI,KANSAS CITY INTERNATIONAL,KANSAS CITY,USA,39.297,-94.714
KMCN,MCN,MIDDLE GEORGIA RGNL,MACON,USA,32.693,-83.649
KMCO,MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429,-81.316
KMDT,MDT,HARRISBURG INTERNATIONAL,HARRISBURG,USA,40.193,-76.763
KMDW,MDW,CHICAGO MIDWAY INTERNATIONAL,CHICAGO,USA,41.786,-87.752
KMEM,MEM,MEMPHIS INTERNATIONAL,MEMPHIS,USA,35.042,-89.977
KMER,MER,CASTLE,MERCED,USA,37.38,-120.568
KMFE,MFE,MC ALLEN MILLER INTERNATIONAL,MCALLEN,USA,26.176,-98.239
KMGE,MGE,DOBBINS ARB,MARIETTA,USA,33.915,-84.516
KMHR,MHR,SACRAMENTO MATHER,SACRAMENTO,USA,38.554,-121.297
KMIA,MIA,MIAMI INTERNATIONAL,MIAMI,USA,25.793,-80.291
KMIB,MIB,MINOT AFB,MINOT,USA,48.416,-101.357
KMIV,MIV,MILLVILLE MUNI,MILLVILLE,USA,39.368,-75.072
KMKE,MKE,GENERAL MITCHELL INTERNATIONAL,MILWAUKEE,USA,42.947,-87.896
KMKL,MKL,MC KELLAR SIPES RGNL,JACKSON,USA,35.6,-88.916
KMKO,MKO,DAVIS FLD,MUSKOGEE,USA,35.657,-95.361
KMLB,MLB,MELBOURNE INTERNATIONAL,MELBOURNE,USA,28.103,-80.645
KMLC,MLC,MC ALESTER RGNL,MCALESTER,USA,34.882,-95.783
KMLT,MLT,MILLINOCKET MUNI,MILLINOCKET,USA,45.648,-68.686
KMLU,MLU,MONROE RGNL,MONROE,USA,32.511,-92.037
KMMV,MMV,MC MINNVILLE MUNI,MACKMINNVILLE,USA,45.194,-123.136
KMNM,MNM,MENOMINEE MARINETTE TWIN CO,MACON,USA,45.126,-87.638
KMOB,MOB,MOBILE RGNL,MOBILE,USA,30.691,-88.243
KMOD,MOD,MODESTO CITY CO HARRY SHAM,MODESTO,USA,37.626,-120.954
KMOT,MOT,MINOT INTERNATIONAL,MINOT,USA,48.259,-101.28
KMPV,MPV,EDWARD F KNAPP STATE,MONTPELIER,USA,44.203,-72.562
KMQT,MQT,SAWYER INTERNATIONAL,MARQUETTE,USA,46.534,-87.562
KMSN,MSN,DANE CO RGNL TRUAX FLD,MADISON,USA,43.14,-89.337
KMSP,MSP,MINNEAPOLIS ST PAUL INTERNATIONAL,MINNEAPOLIS,USA,44.88,-93.217
KMSS,MSS,MASSENA INTERNATIONAL RICHARDS FLD,MASSENA,USA,44.936,-74.845
KMSY,MSY,LOUIS ARMSTRONG NEW ORLEANS INTERNATIONAL,NEW ORLEANS,USA,29.993,-90.258
KMTC,MTC,SELFRIDGE ANGB,MOUNT CLEMENS,USA,42.613,-82.832
KMUI,MUI,MUIR AAF,MUIR,USA,40.435,-76.569
KMUO,MUO,MOUNTAIN HOME AFB,MOUNTAIN HOME,USA,43.043,-115.872
KMWH,MWH,GRANT CO INTERNATIONAL,GRANT COUNTY AIRPORT,USA,47.208,-119.32
KMWL,MWL,MINERAL WELLS,MINERAL WELLS,USA,32.781,-98.06
KMXF,MXF,MAXWELL AFB,MONTGOMERY,USA,32.379,-86.362
KMYR,MYR,MYRTLE BEACH INTERNATIONAL,MYRTLE BEACH,USA,33.68,-78.928
KNBC,NBC,BEAUFORT MCAS,BEAUFORT,USA,32.477,-80.723
KNBG,NBG,NEW ORLEANS NAS JRB,NEW ORLEANS,USA,29.825,-90.035
KNCA,NCA,NEW RIVER MCAS,JACKSONVILLE,USA,34.708,-77.439
KNEL,NEL,LAKEHURST NAES,LAKEHURST,USA,40.033,-74.353
KNFL,NFL,FALLON NAS,FALLON,USA,39.416,-118.701
KNGU,NGU,NORFOLK NS,NORFOLK,USA,36.938,-76.289
KNHK,NHK,PATUXENT RIVER NAS,PATUXENT RIVER,USA,38.286,-76.412
KNID,NID,CHINA LAKE NAWS,CHINA,USA,35.688,-117.691
KNIP,NIP,JACKSONVILLE NAS,JACKSONVILLE,USA,30.236,-81.681
KNJK,NJK,EL CENTRO NAF,EL CENTRO,USA,32.829,-115.672
KNKT,NKT,CHERRY POINT MCAS,CHERRY POINT,USA,34.902,-76.881
KNKX,NKX,MIRAMAR MCAS,MIRAMAR,USA,32.868,-117.143
KNLC,NLC,LEMOORE NAS,LEMOORE,USA,36.333,-119.952
KNMM,NMM,MERIDIAN NAS,MERIDIAN,USA,32.552,-88.556
KNOW,NOW,PORT ANGELES CGAS,PORT ANGELES,USA,48.141,-123.414
KNPA,NPA,PENSACOLA NAS,PENSACOLA,USA,30.353,-87.319
KNQA,NQA,MILLINGTON MUNI,MILLINGTON,USA,35.357,-89.87
KNQI,NQI,KINGSVILLE NAS,KINGSVILLE,USA,27.507,-97.81
KNQX,NQX,KEY WEST NAS,KEY WEST,USA,24.576,-81.689
KNSE,NSE,WHITING FLD NAS NORTH,MILTON,USA,30.724,-87.022
KNTD,NTD,POINT MUGU NAS,POINT MUGU,USA,34.12,-119.121
KNTK,NTK,TUSTIN MCAF,TUSTIN,USA,33.706,-117.827
KNTU,NTU,OCEANA NAS,OCEANA,USA,36.821,-76.033
KNUQ,NUQ,MOFFETT FEDERAL AFLD,MOUNTAIN VIEW,USA,37.415,-122.048
KNUW,NUW,WHIDBEY ISLAND NAS,WHIDBEY ISLAND,USA,48.352,-122.656
KNXP,NXP,TWENTYNINE PALMS EAF,TWENTY NINE PALMS,USA,34.296,-116.162
KNXX,NXX,WILLOW GROVE NAS JRB,WILLOW GROVE,USA,40.2,-75.148
KNYG,NYG,QUANTICO MCAF,QUANTICO,USA,38.502,-77.305
KNZC,NZC,CECIL FLD,JACKSONVILLE,USA,30.219,-81.876
KNZY,NZY,NORTH ISLAND NAS,SAN DIEGO,USA,32.699,-117.215
KOAK,OAK,METROPOLITAN OAKLAND INTERNATIONAL,OAKLAND,USA,37.721,-122.221
KOFF,OFF,OFFUTT AFB,OMAHA,USA,41.118,-95.913
KOGS,OGS,OGDENSBURG INTERNATIONAL,OGDENSBURG,USA,44.682,-75.466
KOKC,OKC,WILL ROGERS WORLD,OKLAHOMA CITY,USA,35.393,-97.601
KOLS,OLS,NOGALES INTERNATIONAL,NOGALES,USA,31.418,-110.848
KOMA,OMA,EPPLEY AFLD,OMAHA,USA,41.302,-95.894
KONT,ONT,ONTARIO INTERNATIONAL,ONTARIO,USA,34.056,-117.601
KOPF,OPF,OPA LOCKA,MIAMI,USA,25.907,-80.278
KORD,ORD,CHICAGO OHARE INTERNATIONAL,CHICAGO,USA,41.979,-87.904
KORF,ORF,NORFOLK INTERNATIONAL,NORFOLK,USA,36.894,-76.201
KORL,ORL,EXECUTIVE,ORLANDO,USA,28.545,-81.333
KOSC,N/A,OSCODA WURTSMITH,OSCODA,USA,44.451,-83.394
KPAE,PAE,SNOHOMISH CO,EVERETT,USA,47.906,-122.281
KPAM,PAM,TYNDALL AFB,PANAMA CITY,USA,30.07,-85.576
KPBF,PBF,GRIDER FLD,PINE BLUFF,USA,34.175,-91.934
KPBG,PBG,PLATTSBURGH INTERNATIONAL,PLATTSBURGH,USA,44.651,-73.468
KPBI,PBI,PALM BEACH INTERNATIONAL,WEST PALM BEACH,USA,26.683,-80.096
KPDX,PDX,PORTLAND INTERNATIONAL,PORTLAND,USA,45.589,-122.597
KPHF,PHF,NEWPORT NEWS WILLIAMSBURG INTERNATIONAL,NEWPORT NEWS,USA,37.132,-76.493
KPHL,PHL,PHILADELPHIA INTERNATIONAL,PHILADELPHIA,USA,39.872,-75.241
KPHN,PHN,ST CLAIR CO INTERNATIONAL,PORT HURON,USA,42.911,-82.529
KPHX,PHX,PHOENIX SKY HARBOR INTERNATIONAL,PHOENIX,USA,33.434,-112.008
KPIE,PIE,ST PETERSBURG CLEARWATER INTERNATIONAL,ST. PETERSBURG,USA,27.911,-82.687
KPIT,PIT,PITTSBURGH INTERNATIONAL,PITTSBURGH (PENNSYLVA),USA,40.491,-80.233
KPMB,N/A,PEMBINA MUNI,PEMBINA,USA,48.942,-97.241
KPMD,PMD,PALMDALE PROD FLT TEST INSTL AF PLT 42,PALMDALE,USA,34.629,-118.084
KPNC,PNC,PONCA CITY MUNI,PONCA CITY,USA,36.731,-97.1
KPNE,PNE,NORTHEAST PHILADELPHIA,PHILADELPHIA,USA,40.082,-75.011
KPNM,PNM,PRINCETON MUNI,PRINCETON,USA,45.56,-93.608
KPNS,PNS,PENSACOLA RGNL,PENSACOLA,USA,30.473,-87.187
KPOB,POB,POPE AFB,FAYETTEVILLE,USA,35.171,-79.014
KPOE,POE,POLK AAF,FORT POLK,USA,31.045,-93.191
KPQI,PQI,NORTHERN MAINE RGNL AT PRESQUE ISLE,PRESQUE ISLE,USA,46.689,-68.045
KPRC,PRC,ERNEST A LOVE FLD,PRESCOTT,USA,34.654,-112.419
KPSP,PSP,PALM SPRINGS INTERNATIONAL,PALM SPRINGS,USA,33.829,-116.507
KPSX,PSX,PALACIOS MUNI,PALACIOS,USA,28.727,-96.251
KPUB,PUB,PUEBLO MEM,PUEBLO MEMORIAL,USA,38.289,-104.496
KPVD,PVD,THEODORE FRANCIS GREEN STATE,PROVIDENCE,USA,41.724,-71.428
KPWM,PWM,PORTLAND INTERNATIONAL JETPORT,PORTLAND,USA,43.646,-70.309
KRAL,RAL,RIVERSIDE MUNI,RIVERSIDE,USA,33.952,-117.445
KRBM,RBM,ROBINSON AAF,ROBINSON,USA,34.85,-92.3
KRCA,RCA,ELLSWORTH AFB,RAPID CITY,USA,44.145,-103.103
KRDR,RDR,GRAND FORKS AFB,RED RIVER,USA,47.961,-97.401
KRDU,RDU,RALEIGH DURHAM INTERNATIONAL,RALEIGH-DURHAM,USA,35.877,-78.787
KRIC,RIC,RICHMOND INTERNATIONAL,RICHMOND,USA,37.505,-77.319
KRIU,RIU,RANCHO MURIETA,RANCHO MURIETA,USA,38.489,-121.102
KRIV,RIV,MARCH ARB,RIVERSIDE,USA,33.881,-117.259
KRME,RME,GRIFFISS AIRPARK,ROME,USA,43.234,-75.407
KRND,RND,RANDOLPH AFB,SAN ANTONIO,USA,29.529,-98.279
KRNO,RNO,RENO TAHOE INTERNATIONAL,RENO,USA,39.498,-119.768
KROC,ROC,GREATER ROCHESTER INTERNATIONAL,ROCHESTER,USA,43.119,-77.672
KROW,ROW,ROSWELL INDUSTRIAL AIR CENTER,ROSWELL,USA,33.301,-104.531
KRSW,RSW,SOUTHWEST FLORIDA INTERNATIONAL,FORT MYERS,USA,26.536,-81.755
KSAC,SAC,SACRAMENTO EXECUTIVE,SACRAMENTO,USA,38.513,-121.493
KSAF,SAF,SANTA FE MUNI,SANTA FE,USA,35.617,-106.088
KSAN,SAN,SAN DIEGO INTERNATIONAL LINDBERGH FLD,SAN DIEGO,USA,32.733,-117.189
KSAT,SAT,SAN ANTONIO INTERNATIONAL,SAN ANTONIO,USA,29.534,-98.47
KSAV,SAV,SAVANNAH HILTON HEAD INTERNATIONAL,SAVANNAH,USA,32.127,-81.202
KSAW,N/A,SAWYER INTERNATIONAL,GWINN,USA,46.354,-87.396
KSBO,SBO,EMANUEL CO,SANTA BARBARA,USA,32.608,-82.369
KSBY,SBY,SALISBURY OCEAN CITY WICOMICO RGNL,SALISBURY,USA,38.34,-75.51
KSCK,SCK,STOCKTON METROPOLITAN,STOCKTON,USA,37.894,-121.239
KSEA,SEA,SEATTLE TACOMA INTERNATIONAL,SEATTLE,USA,47.449,-122.309
KSEM,SEM,CRAIG FLD,SELMA,USA,32.344,-86.988
KSFF,SFF,FELTS FLD,SPOKANE,USA,47.683,-117.322
KSFO,SFO,SAN FRANCISCO INTERNATIONAL,SAN FRANCISCO,USA,37.619,-122.375
KSFZ,SFZ,NORTH CENTRAL STATE,SMITHFIELD,USA,41.921,-71.491
KSHV,SHV,SHREVEPORT RGNL,SHREVEPORT,USA,32.446,-93.826
KSJC,SJC,NORMAN Y MINETA SAN JOSE INTERNATIONAL,SAN JOSE,USA,37.362,-121.929
KSJT,SJT,SAN ANGELO RGNL MATHIS FLD,SAN ANGELO,USA,31.358,-100.496
KSKA,SKA,FAIRCHILD AFB,SPOKANE,USA,47.615,-117.656
KSKF,SKF,LACKLAND AFB KELLY FLD ANNEX,SAN ANTONIO,USA,29.384,-98.581
KSKY,SKY,GRIFFING SANDUSKY,SANDUSKY,USA,41.433,-82.652
KSLC,SLC,SALT LAKE CITY INTERNATIONAL,SALT LAKE CITY,USA,40.788,-111.978
KSMF,SMF,SACRAMENTO INTERNATIONAL,SACRAMENTO,USA,38.695,-121.591
KSNA,SNA,JOHN WAYNE ARPT ORANGE CO,SANTA ANA,USA,33.676,-117.868
KSPB,SPB,SCAPPOOSE INDUSTRIAL AIRPARK,SAN LUIS,USA,45.773,-122.862
KSPG,SPG,ALBERT WHITTED,ST. PETERSBURG,USA,27.765,-82.627
KSPS,SPS,SHEPPARD AFB WICHITA FALLS MUNI,WICHITA FALLS,USA,33.989,-98.492
KSSC,SSC,SHAW AFB,SUMTER,USA,33.973,-80.473
KSTL,STL,LAMBERT ST LOUIS INTERNATIONAL,ST. LOUIS,USA,38.748,-90.36
KSUU,SUU,TRAVIS AFB,FAIRFIELD,USA,38.263,-121.927
KSUX,SUX,SIOUX GATEWAY COL BUD DAY FLD,SIOUX CITY,USA,42.402,-96.384
KSVN,SVN,HUNTER AAF,HUNTER AAF,USA,32.01,-81.146
KSWF,SWF,STEWART INTERNATIONAL,NEWBURGH,USA,41.504,-74.105
KSYR,SYR,SYRACUSE HANCOCK INTERNATIONAL,SYRACUSE,USA,43.111,-76.106
KSZL,SZL,WHITEMAN AFB,KNOBNOSTER,USA,38.73,-93.548
KTBN,TBN,WAYNESVILLE RGNL ARPT AT FORNEY FLD,FORT LEONARDWOOD,USA,37.741,-92.141
KTCC,TCC,TUCUMCARI MUNI,TUCUMCARI,USA,35.183,-103.603
KTCM,TCM,MC CHORD AFB,TACOMA,USA,47.138,-122.476
KTCS,TCS,TRUTH OR CONSEQUENCES MUNI,TRUTH OR CONSEQUENCES,USA,33.237,-107.272
KTEB,TEB,TETERBORO,TETERBORO,USA,40.85,-74.061
KTIK,TIK,TINKER AFB,OKLAHOMA CITY,USA,35.415,-97.386
KTLH,TLH,TALLAHASSEE RGNL,TALLAHASSEE,USA,30.396,-84.35
KTMB,TMB,KENDALL TAMIAMI EXECUTIVE,KENDALL-TAMIAMI,USA,25.648,-80.433
KTNT,TNT,DADE COLLIER TRAINING AND TRANSITION,MIAMI,USA,25.862,-80.897
KTNX,N/A,TONOPAH TEST RANGE,TONOPAH,USA,37.794,-116.779
KTPA,TPA,TAMPA INTERNATIONAL,TAMPA,USA,27.975,-82.533
KTTN,TTN,TRENTON MERCER,TRENTON,USA,40.277,-74.813
KTUL,TUL,TULSA INTERNATIONAL,TULSA,USA,36.198,-95.888
KTUS,TUS,TUCSON INTERNATIONAL,TUCSON,USA,32.116,-110.941
KTXK,TXK,TEXARKANA RGNL WEBB FLD,TEXARKANA,USA,33.454,-93.991
KTYR,TYR,TYLER POUNDS RGNL,TYLER,USA,32.354,-95.402
KTYS,TYS,MC GHEE TYSON,KNOXVILLE,USA,35.812,-83.993
KUGN,UGN,WAUKEGAN RGNL,CHICAGO,USA,42.422,-87.868
KVAD,VAD,MOODY AFB,VALDOSTA,USA,30.968,-83.193
KVBG,VBG,VANDENBERG AFB,LOMPOC,USA,34.729,-120.577
KVCV,VCV,SOUTHERN CALIFORNIA LOGISTICS,VICTORVILLE,USA,34.593,-117.379
KVPS,VPS,EGLIN AFB,VALPARAISO,USA,30.483,-86.525
KVRB,VRB,VERO BEACH MUNI,VERO BEACH,USA,27.656,-80.418
KWAL,WAL,WALLOPS FLIGHT FACILITY,WALLOPS ISLAND,USA,37.94,-75.466
KWRB,WRB,ROBINS AFB,MACON,USA,32.64,-83.592
KWRI,WRI,MC GUIRE AFB,WRIGHTSTOWN,USA,40.016,-74.594
KWSD,WSD,CONDRON AAF,WHITE SANDS,USA,32.341,-106.403
KWWD,WWD,CAPE MAY CO,WILDWOOD,USA,39.008,-74.908
KYIP,YIP,WILLOW RUN,DETROIT,USA,42.238,-83.53
KYNG,YNG,YOUNGSTOWN WARREN RGNL,YOUNGSTOWN,USA,41.261,-80.679
KYUM,YUM,YUMA MCAS YUMA INTERNATIONAL,YUMA,USA,32.656,-114.606
KZUN,ZUN,BLACK ROCK,ZUNI PUEBLO,USA,35.083,-108.792
LATI,TIA,TIRANA RINAS,TIRANA,ALBANIA,41.415,19.721
LBBG,BOJ,BURGAS,BOURGAS,BULGARIA,42.569,27.514
LBGO,GOZ,GORNA ORYAHOVITSA,GORNA ORECHOVICA,BULGARIA,43.151,25.713
LBPD,PDV,PLOVDIV,PLOVDIV,BULGARIA,42.068,24.851
LBSF,SOF,SOFIA,SOFIA,BULGARIA,42.695,23.406
